internal_drug_id,entity_type,status,properties
DRUG_001116,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O', 'inchikey': 'PXBVEXGRHZFEOF-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001118,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1', 'inchikey': 'CHIFCDOIPRCHCF-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001122,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'O=C1CN2CCOC2(c2ccccc2Cl)c2cc(Cl)ccc2N1', 'inchikey': 'ZIXNZOBDFKSQTC-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001126,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21', 'inchikey': 'ROYOYTLGDLIGBX-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001129,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(=O)Nc1c(I)c(C(=O)NC(C=O)C(O)C(O)C(O)CO)c(I)c(N(C)C(C)=O)c1I', 'inchikey': 'DTZMSDADRKLCQE-RFMXWLSYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001134,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)[O-].NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+].[Na+]', 'inchikey': 'LKYWLLWWYBVUPP-XOCLESOZSA-L', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001137,AMBIGUOUS_MAPPING_COMPONENT,NO_MATCH,"{'source_membership': 'twosides_only', 'canonical_smiles': 'CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C', 'inchikey': 'RUDATBOHQWOJDD-UHFFFAOYSA-N', 'name_source': 'pubchem_cid_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001163,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2', 'inchikey': 'XLOQNFNTQIRSOX-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001175,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'N#Cc1cc(-c2n[nH]c(-c3ccncc3)n2)ccn1', 'inchikey': 'UBVZQGOVTLIHLH-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001179,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O', 'inchikey': 'WKRLQDKEXYKHJB-HFTRVMKXSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001191,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O', 'inchikey': 'NSKGQURZWSPSBC-VVPCINPTSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001205,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O', 'inchikey': 'JKKFKPJIXZFSSB-CBZIJGRNSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001207,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1', 'inchikey': 'XBJBPGROQZJDOJ-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001227,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'OCC(CO)NC1CC(O)(CO)C(O)C(O)C1O', 'inchikey': 'FZNCGRZWXLXZSZ-CIQUZCHMSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001228,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(C)C1NC(=O)C(CCCCN)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(NC(=O)C(N)Cc2ccccc2)CSSCC(C(=O)NC(Cc2c[nH]c3ccccc23)C(N)=O)NC1=O', 'inchikey': 'SWXOGPJRIDTIRL-DOUNNPEJSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001230,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCOC(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(C(N)=NO)cc1)C1CCCCC1', 'inchikey': 'ZXIBCJHYVWYIKI-PZJWPPBQSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001241,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCN(CC)CCNc1ccc(C)c2sc3ccccc3c(=O)c12', 'inchikey': 'FBQPGGIHOFZRGH-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001250,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2', 'inchikey': 'IWCWQNVIUXZOMJ-MISYRCLQSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001251,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(C)C(=O)c1c(C(C)C)nn2ccccc12', 'inchikey': 'ZJVFLBOZORBYFE-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001272,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1', 'inchikey': 'JZCPYUJPEARBJL-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001274,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O', 'inchikey': 'PEZPMAYDXJQYRV-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001277,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Oc1ccc2c(c1)CCC(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1', 'inchikey': 'GXESHMAMLJKROZ-IAPPQJPRSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001288,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COc1ccc(CCOC2CCCCC2N2CCC(O)C2)cc1OC', 'inchikey': 'VBHQKCBVWWUUKN-KZNAEPCWSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001295,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O', 'inchikey': 'VJZITPJGSQKZMX-XDPRQOKASA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001297,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc(=O)c2c([nH]1)c(CCC)nn2C', 'inchikey': 'IYFNEFQTYQPVOC-UHFFFAOYSA-N', 'name_source': 'none', 'name_resolution_status': 'NO_NAME_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001298,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2', 'inchikey': 'PHWXUGHIIBDVKD-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001314,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COc1ccc2cccc(CCNC(C)=O)c2c1', 'inchikey': 'YJYPHIXNFHFHND-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001352,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1', 'inchikey': 'QWCJHSGMANYXCW-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001355,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2', 'inchikey': 'MUXFZBHBYYYLTH-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001356,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1', 'inchikey': 'ALFGKMXHOUSVAD-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001357,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O', 'inchikey': 'ZBVKEHDGYSLCCC-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001390,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'N=C1NC(O)CC(C2NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(NC(=O)CC(N)CCCN)CNC2=O)N1', 'inchikey': 'GXFAIFRPOKBQRV-GHXCTMGLSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001393,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC1(C)SC2C(NC(=O)C(N=[N+]=[N-])c3ccccc3)C(=O)N2C1C(=O)O', 'inchikey': 'ODFHGIPNGIAMDK-NJBDSQKTSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001396,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C', 'inchikey': 'CYFLXLSBHQBMFT-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001403,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1cc2c(OCC(CNC(C)(C)C)OC(=O)c3ccccc3)cccc2[nH]1', 'inchikey': 'UUOJIACWOAYWEZ-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001404,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1', 'inchikey': 'HQIRNZOQPUAHHV-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001453,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1', 'inchikey': 'FBVFZWUMDDXLLG-HDICACEKSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001469,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'C=C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO', 'inchikey': 'YVHXHNGGPURVOS-SBTDHBFYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001474,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(C)(Oc1ccc(Cl)cc1)C(=O)OCCOC(=O)c1cccnc1', 'inchikey': 'XXRVYAFBUDSLJX-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001477,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'COc1cc(C)nc(-n2nc(C)cc2OC)n1', 'inchikey': 'RHAXSHUQNIEUEY-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001478,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1', 'inchikey': 'SQUNAWUMZGQQJD-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001479,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(=CNC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O', 'inchikey': 'HPWIIERXAFODPP-GHBBWTPBSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001480,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1', 'inchikey': 'UUCMDZWCRNZCOY-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001481,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21', 'inchikey': 'RYQOGSFEJBUZBX-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001482,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CC(CN(C)C)CN1c2ccccc2Sc2ccc(C#N)cc21', 'inchikey': 'SLFGIOIONGJGRT-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
DRUG_001485,CONFIRMED_INTEGRATED_ENTITY,NO_MATCH,"{'source_membership': 'drugbank_only', 'canonical_smiles': 'CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1', 'inchikey': 'IZLPZXSZLLELBJ-UHFFFAOYSA-N', 'name_source': 'pubchem_inchikey_lookup', 'name_resolution_status': 'PUBCHEM_TITLE_CANDIDATE', 'rxnorm_match_status': 'NO_MATCH', 'rxnorm_match_method': 'none', 'match_score': 0.0, 'enrichment_confidence': 'NO_MATCH', 'created_from_phase': 'Phase 1 & Phase 2'}"
