internal_drug_id,entity_type,source_membership,canonical_smiles,inchikey
DRUG_000437,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCC1(C)OC(=O)N(C)C1=O,VQASKUSHBVDKGU-UHFFFAOYSA-N
DRUG_000438,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,FMTDIUIBLCQGJB-SEYHBJAFSA-N
DRUG_000439,CONFIRMED_INTEGRATED_ENTITY,both,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,KTUFNOKKBVMGRW-UHFFFAOYSA-N
DRUG_000440,CONFIRMED_INTEGRATED_ENTITY,both,CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,GFNANZIMVAIWHM-OBYCQNJPSA-N
DRUG_000441,CONFIRMED_INTEGRATED_ENTITY,both,CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,QSLJIVKCVHQPLV-PEMPUTJUSA-N
DRUG_000442,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,ZBBHBTPTTSWHBA-UHFFFAOYSA-N
DRUG_000443,CONFIRMED_INTEGRATED_ENTITY,both,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,PLDUPXSUYLZYBN-UHFFFAOYSA-N
DRUG_000444,CONFIRMED_INTEGRATED_ENTITY,both,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,MUMGGOZAMZWBJJ-DYKIIFRCSA-N
DRUG_000445,CONFIRMED_INTEGRATED_ENTITY,both,O=C1Nc2ccc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,XPOQHMRABVBWPR-ZDUSSCGKSA-N
DRUG_000446,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,CLKOFPXJLQSYAH-ABRJDSQDSA-N
DRUG_000447,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C(O)c1cccnc1,PVNIIMVLHYAWGP-UHFFFAOYSA-N
DRUG_000448,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,XDDJGVMJFWAHJX-UHFFFAOYSA-N
DRUG_000449,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,NC(N)=NN=Cc1c(Cl)cccc1Cl,WDZVGELJXXEGPV-UHFFFAOYSA-N
DRUG_000450,CONFIRMED_INTEGRATED_ENTITY,both,NCCCC(O)(P(=O)(O)O)P(=O)(O)O,OGSPWJRAVKPPFI-UHFFFAOYSA-N
DRUG_000451,CONFIRMED_INTEGRATED_ENTITY,both,Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,WDDPHFBMKLOVOX-AYQXTPAHSA-N
DRUG_000452,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cc1cccc(C(C)c2c[nH]cn2)c1C,CUHVIMMYOGQXCV-NSHDSACASA-N
DRUG_000453,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(=O)NS(=O)(=O)c1ccc(N)cc1,SKIVFJLNDNKQPD-UHFFFAOYSA-N
DRUG_000454,CONFIRMED_INTEGRATED_ENTITY,both,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,XOFYZVNMUHMLCC-ZPOLXVRWSA-N
DRUG_000455,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,KNHUKKLJHYUCFP-UHFFFAOYSA-N
DRUG_000456,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,GXDALQBWZGODGZ-UHFFFAOYSA-N
DRUG_000457,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,SWLMUYACZKCSHZ-UHFFFAOYSA-N
DRUG_000458,CONFIRMED_INTEGRATED_ENTITY,both,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,OIRDTQYFTABQOQ-KQYNXXCUSA-N
DRUG_000459,CONFIRMED_INTEGRATED_ENTITY,both,CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,RYMZZMVNJRMUDD-HGQWONQESA-N
DRUG_000460,CONFIRMED_INTEGRATED_ENTITY,both,Nc1nc(=O)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,WBXPDJSOTKVWSJ-ZDUSSCGKSA-N
DRUG_000461,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,OPXLLQIJSORQAM-UHFFFAOYSA-N
DRUG_000462,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,BZEWSEKUUPWQDQ-UHFFFAOYSA-N
DRUG_000463,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,VQOXZBDYSJBXMA-RKEBNKJGSA-N
DRUG_000464,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,XLMALTXPSGQGBX-GCJKJVERSA-N
DRUG_000465,CONFIRMED_INTEGRATED_ENTITY,both,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N
DRUG_000466,CONFIRMED_INTEGRATED_ENTITY,both,Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=O,XNKLLVCARDGLGL-JGVFFNPUSA-N
DRUG_000467,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Nc1nc2c(c(=O)[nH]1)N(C=O)C(CNc1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1)CN2,VVIAGPKUTFNRDU-ABLWVSNPSA-N
DRUG_000468,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N
DRUG_000469,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,VOKSWYLNZZRQPF-GDIGMMSISA-N
DRUG_000470,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=S(=O)([O-])[O-].[Mg+2],CSNNHWWHGAXBCP-UHFFFAOYSA-L
DRUG_000471,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,GGXICVAJURFBLW-CEYXHVGTSA-N
DRUG_000472,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,DNXHEGUUPJUMQT-CBZIJGRNSA-N
DRUG_000473,CONFIRMED_INTEGRATED_ENTITY,both,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,PHLBKPHSAVXXEF-UHFFFAOYSA-N
DRUG_000474,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N
DRUG_000475,CONFIRMED_INTEGRATED_ENTITY,both,C=CCN.ClCC1CO1,ZNSIZMQNQCNRBW-UHFFFAOYSA-N
DRUG_000476,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cc1cc(C)cc(OCC2CNC(=O)O2)c1,IMWZZHHPURKASS-UHFFFAOYSA-N
DRUG_000477,CONFIRMED_INTEGRATED_ENTITY,both,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-N
DRUG_000478,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,FEZBIKUBAYAZIU-UHFFFAOYSA-N
DRUG_000479,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,WXURHACBFYSXBI-GQKYHHCASA-N
DRUG_000480,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,KXRZBTAEDBELFD-UHFFFAOYSA-N
DRUG_000481,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N
DRUG_000482,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(C)CC(NC(=O)C(Cc1ccc2ccccc2c1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]cn1)NC(=O)C1CCC(=O)N1)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NCC(N)=O,RWHUEXWOYVBUCI-ITQXDASVSA-N
DRUG_000483,CONFIRMED_INTEGRATED_ENTITY,both,CNCC(O)c1ccc(O)c(O)c1,UCTWMZQNUQWSLP-VIFPVBQESA-N
DRUG_000484,CONFIRMED_INTEGRATED_ENTITY,both,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,KQKPFRSPSRPDEB-UHFFFAOYSA-N
DRUG_000485,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,RMHMFHUVIITRHF-UHFFFAOYSA-N
DRUG_000486,CONFIRMED_INTEGRATED_ENTITY,both,C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(=NOCC(=O)O)c3csc(N)n3)C2SC1,OKBVVJOGVLARMR-QSWIMTSFSA-N
DRUG_000487,CONFIRMED_INTEGRATED_ENTITY,both,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,RKWGIWYCVPQPMF-UHFFFAOYSA-N
DRUG_000488,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(OC1OCCN(Cc2n[nH]c(=O)[nH]2)C1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,ATALOFNDEOCMKK-OITMNORJSA-N
DRUG_000489,CONFIRMED_INTEGRATED_ENTITY,both,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,ASUTZQLVASHGKV-JDFRZJQESA-N
DRUG_000490,CONFIRMED_INTEGRATED_ENTITY,both,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-QPLCGJKRSA-N
DRUG_000491,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(C)OP(=O)(F)OC(C)C,MUCZHBLJLSDCSD-UHFFFAOYSA-N
DRUG_000492,CONFIRMED_INTEGRATED_ENTITY,both,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,PSIFNNKUMBGKDQ-UHFFFAOYSA-N
DRUG_000493,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,KLBQZWRITKRQQV-UHFFFAOYSA-N
DRUG_000494,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,FUBVWMNBEHXPSU-UHFFFAOYSA-N
DRUG_000495,CONFIRMED_INTEGRATED_ENTITY,both,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,APKFDSVGJQXUKY-INPOYWNPSA-N
DRUG_000496,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-N
DRUG_000497,CONFIRMED_INTEGRATED_ENTITY,both,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,DDLIGBOFAVUZHB-UHFFFAOYSA-N
DRUG_000498,CONFIRMED_INTEGRATED_ENTITY,both,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N
DRUG_000499,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,WVPSKSLAZQPAKQ-CDMJZVDBSA-N
DRUG_000500,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=S(=O)(O)OC1C(O)COC(OC2COC(O)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C1OS(=O)(=O)O,FCCNSUIJIOOXEZ-SJYYZXOBSA-N
DRUG_000501,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,AAXVEMMRQDVLJB-BULBTXNYSA-N
DRUG_000502,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,RTGDFNSFWBGLEC-SYZQJQIISA-N
DRUG_000503,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1,FUBBGQLTSCSAON-PBFPGSCMSA-N
DRUG_000504,CONFIRMED_INTEGRATED_ENTITY,both,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,SAADBVWGJQAEFS-UHFFFAOYSA-N
DRUG_000505,CONFIRMED_INTEGRATED_ENTITY,both,CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1Cc2cc(OC)c(OC)cc2CC1C(=O)O,UWWDHYUMIORJTA-HSQYWUDLSA-N
DRUG_000506,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,MRBDMNSDAVCSSF-UHFFFAOYSA-N
DRUG_000507,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,STQGQHZAVUOBTE-VGBVRHCVSA-N
DRUG_000508,CONFIRMED_INTEGRATED_ENTITY,both,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,ZZUFCTLCJUWOSV-UHFFFAOYSA-N
DRUG_000509,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,XCGSFFUVFURLIX-VFGNJEKYSA-N
DRUG_000510,CONFIRMED_INTEGRATED_ENTITY,both,Clc1ccc2nsnc2c1NC1=NCCN1,XFYDIVBRZNQMJC-UHFFFAOYSA-N
DRUG_000511,CONFIRMED_INTEGRATED_ENTITY,both,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,NXFQHRVNIOXGAQ-YCRREMRBSA-N
DRUG_000512,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,YSEXMKHXIOCEJA-FVFQAYNVSA-N
DRUG_000513,CONFIRMED_INTEGRATED_ENTITY,both,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,JUKPWJGBANNWMW-VWBFHTRKSA-N
DRUG_000514,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)CN(CC(O)C(Cc1ccccc1)NC(=O)OC1CCOC1)S(=O)(=O)c1ccc(N)cc1,YMARZQAQMVYCKC-OEMFJLHTSA-N
DRUG_000515,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(=O)N=c1sc(S(N)(=O)=O)nn1C,FLOSMHQXBMRNHR-UHFFFAOYSA-N
DRUG_000516,CONFIRMED_INTEGRATED_ENTITY,both,O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,DQCKKXVULJGBQN-XFWGSAIBSA-N
DRUG_000517,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,WHBIGIKBNXZKFE-UHFFFAOYSA-N
DRUG_000518,CONFIRMED_INTEGRATED_ENTITY,both,CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1,DRHKJLXJIQTDTD-OAHLLOKOSA-N
DRUG_000519,CONFIRMED_INTEGRATED_ENTITY,both,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,GGCSSNBKKAUURC-UHFFFAOYSA-N
DRUG_000520,CONFIRMED_INTEGRATED_ENTITY,both,Nc1ccn(C2CSC(CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N
DRUG_000521,CONFIRMED_INTEGRATED_ENTITY,both,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,MPBVHIBUJCELCL-UHFFFAOYSA-N
DRUG_000522,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCN(CC)C(=O)N1CCN(C)CC1,RCKMWOKWVGPNJF-UHFFFAOYSA-N
DRUG_000523,CONFIRMED_INTEGRATED_ENTITY,both,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,SYTBZMRGLBWNTM-UHFFFAOYSA-N
DRUG_000524,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,UWYHMGVUTGAWSP-JKIFEVAISA-N
DRUG_000525,CONFIRMED_INTEGRATED_ENTITY,both,CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-CYBMUJFWSA-N
DRUG_000526,CONFIRMED_INTEGRATED_ENTITY,both,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,AHOUBRCZNHFOSL-YOEHRIQHSA-N
DRUG_000527,CONFIRMED_INTEGRATED_ENTITY,both,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N
DRUG_000528,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG-UHFFFAOYSA-N
DRUG_000529,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,SEBMTIQKRHYNIT-UHFFFAOYSA-N
DRUG_000530,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=P(O)(O)C(Cl)(Cl)P(=O)(O)O,ACSIXWWBWUQEHA-UHFFFAOYSA-N
DRUG_000531,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCN(CC)CCOC(=O)c1ccc(N)cc1,MFDFERRIHVXMIY-UHFFFAOYSA-N
DRUG_000532,CONFIRMED_INTEGRATED_ENTITY,both,NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,RLAWWYSOJDYHDC-BZSNNMDCSA-N
DRUG_000533,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1ccc(OC)c(C(O)C(C)N)c1,WJAJPNHVVFWKKL-UHFFFAOYSA-N
DRUG_000534,CONFIRMED_INTEGRATED_ENTITY,both,CC(C)Cn1cnc2c(N)nc3ccccc3c21,DOUYETYNHWVLEO-UHFFFAOYSA-N
DRUG_000535,CONFIRMED_INTEGRATED_ENTITY,both,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,ZSCDBOWYZJWBIY-UHFFFAOYSA-N
DRUG_000536,CONFIRMED_INTEGRATED_ENTITY,both,O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],SNIOPGDIGTZGOP-UHFFFAOYSA-N
DRUG_000537,CONFIRMED_INTEGRATED_ENTITY,both,C=CC[N+]1(C2CC3C4CCC5CC(O)C(N6CCOCC6)CC5(C)C4CCC3(C)C2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-OOJCLDBCSA-N
DRUG_000538,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,c1ccc2[nH]c(-c3cscn3)nc2c1,WJCNZQLZVWNLKY-UHFFFAOYSA-N
DRUG_000539,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,OELFLUMRDSZNSF-BRWVUGGUSA-N
DRUG_000540,AMBIGUOUS_MAPPING_COMPONENT,drugbank_only,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-UHFFFAOYSA-L
DRUG_000541,AMBIGUOUS_MAPPING_COMPONENT,drugbank_only,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-DONVQRBFSA-L
DRUG_000542,AMBIGUOUS_MAPPING_COMPONENT,twosides_only,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-UHFFFAOYSA-L
DRUG_000543,CONFIRMED_INTEGRATED_ENTITY,both,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,RAPZEAPATHNIPO-UHFFFAOYSA-N
DRUG_000544,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN(CC=Cc1ccccc1)Cc1cccc2ccccc12,OZGNYLLQHRPOBR-UHFFFAOYSA-N
DRUG_000545,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,COc1ccc2[nH]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1,SUBDBMMJDZJVOS-DEOSSOPVSA-N
DRUG_000546,CONFIRMED_INTEGRATED_ENTITY,both,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N
DRUG_000547,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,XDRYMKDFEDOLFX-UHFFFAOYSA-N
DRUG_000548,CONFIRMED_INTEGRATED_ENTITY,both,Nc1nc2ccc(OC(F)(F)F)cc2s1,FTALBRSUTCGOEG-UHFFFAOYSA-N
DRUG_000549,CONFIRMED_INTEGRATED_ENTITY,both,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,JYGXADMDTFJGBT-VWUMJDOOSA-N
DRUG_000550,CONFIRMED_INTEGRATED_ENTITY,both,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-KVTDHHQDSA-N
DRUG_000551,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)O)C(COCc1ccccc1)C(=O)O.[Gd+3],MXZROTBGJUUXID-UHFFFAOYSA-K
DRUG_000552,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CC(c1cc2ccccc2s1)N(O)C(N)=O,MWLSOWXNZPKENC-UHFFFAOYSA-N
DRUG_000553,AMBIGUOUS_MAPPING_COMPONENT,drugbank_only,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N
DRUG_000554,AMBIGUOUS_MAPPING_COMPONENT,drugbank_only,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-LJQANCHMSA-N
DRUG_000555,AMBIGUOUS_MAPPING_COMPONENT,twosides_only,NC(=O)CS(=O)C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N
DRUG_000556,CONFIRMED_INTEGRATED_ENTITY,both,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,UBQYURCVBFRUQT-UHFFFAOYSA-N
DRUG_000557,CONFIRMED_INTEGRATED_ENTITY,both,CN1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,STECJAGHUSJQJN-FWXGHANASA-N
DRUG_000558,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,OJFSXZCBGQGRNV-UHFFFAOYSA-N
DRUG_000559,CONFIRMED_INTEGRATED_ENTITY,both,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,NNYBQONXHNTVIJ-UHFFFAOYSA-N
DRUG_000560,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCCNC(C)C(=O)Nc1ccccc1C,MVFGUOIZUNYYSO-UHFFFAOYSA-N
DRUG_000561,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,NC1=NCC2c3ccccc3Cc3ccccc3N12,WHWZLSFABNNENI-UHFFFAOYSA-N
DRUG_000562,CONFIRMED_INTEGRATED_ENTITY,both,NC1CC1c1ccccc1,AELCINSCMGFISI-UHFFFAOYSA-N
DRUG_000563,CONFIRMED_INTEGRATED_ENTITY,both,FC(F)OC(Cl)C(F)(F)F,PIWKPBJCKXDKJR-UHFFFAOYSA-N
DRUG_000564,CONFIRMED_INTEGRATED_ENTITY,drugbank_only,CCN1C(=O)NC(c2ccccc2)C1=O,SZQIFWWUIBRPBZ-UHFFFAOYSA-N
