drugbank_id,twosides_id,canonical_smiles_match,inchikey_match,mapping_confidence
DB01274,CID000003410,True,False,MEDIUM_CANONICAL
DB01390,CID000008953,True,True,HIGH_EXACT
DB00320,CID000003066,True,False,MEDIUM_CANONICAL
DB00808,CID000003702,True,True,HIGH_EXACT
DB01143,CID000002141,True,True,HIGH_EXACT
DB00938,CID000005152,True,True,HIGH_EXACT
DB00990,CID000060198,True,False,MEDIUM_CANONICAL
DB01019,CID000002370,True,True,HIGH_EXACT
DB00346,CID000002092,True,True,HIGH_EXACT
DB00454,CID000004058,True,True,HIGH_EXACT
DB00921,CID000002476,True,False,MEDIUM_CANONICAL
DB00567,CID000002666,True,False,MEDIUM_CANONICAL
DB00433,CID000004917,True,True,HIGH_EXACT
DB00706,CID000060147,True,False,MEDIUM_CANONICAL
DB00244,CID000004075,True,True,HIGH_EXACT
DB00486,CID000039860,True,False,MEDIUM_CANONICAL
DB01165,CID000004583,True,True,HIGH_EXACT
DB00753,CID000003763,True,True,HIGH_EXACT
DB01211,CID000054688,True,False,MEDIUM_CANONICAL
DB00153,CID000003249,True,False,MEDIUM_CANONICAL
DB13450,CID000047320,True,False,MEDIUM_CANONICAL
DB00882,CID000002800,True,True,HIGH_EXACT
DB01264,CID000213039,True,False,MEDIUM_CANONICAL
DB00297,CID000002474,True,True,HIGH_EXACT
DB00820,CID000110635,True,False,MEDIUM_CANONICAL
DB00294,CID000040976,True,False,MEDIUM_CANONICAL
DB01188,CID000002749,True,True,HIGH_EXACT
DB00459,CID000041317,True,False,MEDIUM_CANONICAL
DB00799,CID000005381,True,True,HIGH_EXACT
DB01110,CID000004189,True,True,HIGH_EXACT
DB00450,CID000003168,True,True,HIGH_EXACT
DB00423,CID000004107,True,True,HIGH_EXACT
DB00496,CID000072054,True,False,MEDIUM_CANONICAL
DB00209,CID000005596,True,False,MEDIUM_CANONICAL
DB00842,CID000004616,True,True,HIGH_EXACT
DB00909,CID000005734,True,True,HIGH_EXACT
DB00683,CID000004192,True,True,HIGH_EXACT
