inference_id,evidence_id,evidence_type,graph_edge_id,source_node_id,target_node_id
INF_0000087,EV_0000241,SUPPORTING_GRAPH_EDGE,E_SE_00002197,DRUG_000775,DRUG_001795
INF_0000087,EV_0000242,SUPPORTING_GRAPH_EDGE,E_SE_00002198,DRUG_000775,DRUG_001795
INF_0000088,EV_0000243,SUPPORTING_GRAPH_EDGE,E_DDI_081753,DRUG_000300,DRUG_000962
INF_0000088,EV_0000244,SUPPORTING_GRAPH_EDGE,E_SE_00002350,DRUG_000300,DRUG_000962
INF_0000088,EV_0000245,SUPPORTING_GRAPH_EDGE,E_SE_00002351,DRUG_000300,DRUG_000962
INF_0000088,EV_0000246,SUPPORTING_GRAPH_EDGE,E_SE_00002352,DRUG_000300,DRUG_000962
INF_0000088,EV_0000247,SUPPORTING_GRAPH_EDGE,E_SE_00002353,DRUG_000300,DRUG_000962
INF_0000088,EV_0000248,SUPPORTING_GRAPH_EDGE,E_SE_00002354,DRUG_000300,DRUG_000962
INF_0000089,EV_0000249,SUPPORTING_GRAPH_EDGE,E_SE_00002370,DRUG_000305,DRUG_001807
INF_0000089,EV_0000250,SUPPORTING_GRAPH_EDGE,E_SE_00002371,DRUG_000305,DRUG_001807
INF_0000089,EV_0000251,SUPPORTING_GRAPH_EDGE,E_SE_00002372,DRUG_000305,DRUG_001807
INF_0000089,EV_0000252,SUPPORTING_GRAPH_EDGE,E_SE_00002373,DRUG_000305,DRUG_001807
INF_0000089,EV_0000253,SUPPORTING_GRAPH_EDGE,E_SE_00002374,DRUG_000305,DRUG_001807
INF_0000090,EV_0000254,SUPPORTING_GRAPH_EDGE,E_SE_00002437,DRUG_001003,DRUG_000715
INF_0000090,EV_0000255,SUPPORTING_GRAPH_EDGE,E_SE_00002438,DRUG_001003,DRUG_000715
INF_0000090,EV_0000256,SUPPORTING_GRAPH_EDGE,E_SE_00002439,DRUG_001003,DRUG_000715
INF_0000090,EV_0000257,SUPPORTING_GRAPH_EDGE,E_SE_00002440,DRUG_001003,DRUG_000715
INF_0000090,EV_0000258,SUPPORTING_GRAPH_EDGE,E_SE_00002441,DRUG_001003,DRUG_000715
INF_0000091,EV_0000259,SUPPORTING_GRAPH_EDGE,E_SE_00002477,DRUG_000469,DRUG_000031
INF_0000091,EV_0000260,SUPPORTING_GRAPH_EDGE,E_SE_00002478,DRUG_000469,DRUG_000031
INF_0000091,EV_0000261,SUPPORTING_GRAPH_EDGE,E_SE_00002479,DRUG_000469,DRUG_000031
INF_0000091,EV_0000262,SUPPORTING_GRAPH_EDGE,E_SE_00002480,DRUG_000469,DRUG_000031
INF_0000091,EV_0000263,SUPPORTING_GRAPH_EDGE,E_SE_00002481,DRUG_000469,DRUG_000031
INF_0000092,EV_0000264,SUPPORTING_GRAPH_EDGE,E_SE_00002531,DRUG_000469,DRUG_000660
INF_0000092,EV_0000265,SUPPORTING_GRAPH_EDGE,E_SE_00002532,DRUG_000469,DRUG_000660
INF_0000092,EV_0000266,SUPPORTING_GRAPH_EDGE,E_SE_00002533,DRUG_000469,DRUG_000660
INF_0000092,EV_0000267,SUPPORTING_GRAPH_EDGE,E_SE_00002534,DRUG_000469,DRUG_000660
INF_0000092,EV_0000268,SUPPORTING_GRAPH_EDGE,E_SE_00002535,DRUG_000469,DRUG_000660
INF_0000093,EV_0000269,SUPPORTING_GRAPH_EDGE,E_DDI_144026,DRUG_000675,DRUG_001491
INF_0000093,EV_0000270,SUPPORTING_GRAPH_EDGE,E_SE_00002557,DRUG_000675,DRUG_001491
INF_0000093,EV_0000271,SUPPORTING_GRAPH_EDGE,E_SE_00002558,DRUG_000675,DRUG_001491
INF_0000093,EV_0000272,SUPPORTING_GRAPH_EDGE,E_SE_00002559,DRUG_000675,DRUG_001491
INF_0000093,EV_0000273,SUPPORTING_GRAPH_EDGE,E_SE_00002560,DRUG_000675,DRUG_001491
INF_0000093,EV_0000274,SUPPORTING_GRAPH_EDGE,E_SE_00002561,DRUG_000675,DRUG_001491
INF_0000094,EV_0000275,SUPPORTING_GRAPH_EDGE,E_SE_00002573,DRUG_000975,DRUG_000176
INF_0000094,EV_0000276,SUPPORTING_GRAPH_EDGE,E_SE_00002574,DRUG_000975,DRUG_000176
INF_0000094,EV_0000277,SUPPORTING_GRAPH_EDGE,E_SE_00002575,DRUG_000975,DRUG_000176
INF_0000094,EV_0000278,SUPPORTING_GRAPH_EDGE,E_SE_00002576,DRUG_000975,DRUG_000176
INF_0000094,EV_0000279,SUPPORTING_GRAPH_EDGE,E_SE_00002577,DRUG_000975,DRUG_000176
INF_0000095,EV_0000280,SUPPORTING_GRAPH_EDGE,E_SE_00002622,DRUG_000775,DRUG_001794
INF_0000095,EV_0000281,SUPPORTING_GRAPH_EDGE,E_SE_00002623,DRUG_000775,DRUG_001794
INF_0000095,EV_0000282,SUPPORTING_GRAPH_EDGE,E_SE_00002624,DRUG_000775,DRUG_001794
INF_0000095,EV_0000283,SUPPORTING_GRAPH_EDGE,E_SE_00002625,DRUG_000775,DRUG_001794
INF_0000095,EV_0000284,SUPPORTING_GRAPH_EDGE,E_SE_00002626,DRUG_000775,DRUG_001794
INF_0000096,EV_0000285,SUPPORTING_GRAPH_EDGE,E_SE_00002894,DRUG_000224,DRUG_000313
INF_0000096,EV_0000286,SUPPORTING_GRAPH_EDGE,E_SE_00002895,DRUG_000224,DRUG_000313
INF_0000096,EV_0000287,SUPPORTING_GRAPH_EDGE,E_SE_00002896,DRUG_000224,DRUG_000313
INF_0000096,EV_0000288,SUPPORTING_GRAPH_EDGE,E_SE_00002897,DRUG_000224,DRUG_000313
INF_0000096,EV_0000289,SUPPORTING_GRAPH_EDGE,E_SE_00002898,DRUG_000224,DRUG_000313
INF_0000097,EV_0000290,SUPPORTING_GRAPH_EDGE,E_SE_00002990,DRUG_000070,DRUG_001809
INF_0000097,EV_0000291,SUPPORTING_GRAPH_EDGE,E_SE_00002991,DRUG_000070,DRUG_001809
INF_0000097,EV_0000292,SUPPORTING_GRAPH_EDGE,E_SE_00002992,DRUG_000070,DRUG_001809
INF_0000097,EV_0000293,SUPPORTING_GRAPH_EDGE,E_SE_00002993,DRUG_000070,DRUG_001809
INF_0000097,EV_0000294,SUPPORTING_GRAPH_EDGE,E_SE_00002994,DRUG_000070,DRUG_001809
INF_0000098,EV_0000295,SUPPORTING_GRAPH_EDGE,E_SE_00003133,DRUG_000497,DRUG_001808
INF_0000098,EV_0000296,SUPPORTING_GRAPH_EDGE,E_SE_00003134,DRUG_000497,DRUG_001808
INF_0000098,EV_0000297,SUPPORTING_GRAPH_EDGE,E_SE_00003135,DRUG_000497,DRUG_001808
INF_0000098,EV_0000298,SUPPORTING_GRAPH_EDGE,E_SE_00003136,DRUG_000497,DRUG_001808
INF_0000098,EV_0000299,SUPPORTING_GRAPH_EDGE,E_SE_00003137,DRUG_000497,DRUG_001808
INF_0000099,EV_0000300,SUPPORTING_GRAPH_EDGE,E_SE_00003157,DRUG_000297,DRUG_000511
INF_0000099,EV_0000301,SUPPORTING_GRAPH_EDGE,E_SE_00003158,DRUG_000297,DRUG_000511
INF_0000099,EV_0000302,SUPPORTING_GRAPH_EDGE,E_SE_00003159,DRUG_000297,DRUG_000511
INF_0000099,EV_0000303,SUPPORTING_GRAPH_EDGE,E_SE_00003160,DRUG_000297,DRUG_000511
INF_0000099,EV_0000304,SUPPORTING_GRAPH_EDGE,E_SE_00003161,DRUG_000297,DRUG_000511
INF_0000100,EV_0000305,SUPPORTING_GRAPH_EDGE,E_DDI_179236,DRUG_000693,DRUG_000388
INF_0000100,EV_0000306,SUPPORTING_GRAPH_EDGE,E_SE_00003247,DRUG_000693,DRUG_000388
INF_0000100,EV_0000307,SUPPORTING_GRAPH_EDGE,E_SE_00003248,DRUG_000693,DRUG_000388
INF_0000100,EV_0000308,SUPPORTING_GRAPH_EDGE,E_SE_00003249,DRUG_000693,DRUG_000388
INF_0000100,EV_0000309,SUPPORTING_GRAPH_EDGE,E_SE_00003250,DRUG_000693,DRUG_000388
INF_0000100,EV_0000310,SUPPORTING_GRAPH_EDGE,E_SE_00003251,DRUG_000693,DRUG_000388
INF_0000101,EV_0000311,SUPPORTING_GRAPH_EDGE,E_SE_00003304,DRUG_000395,DRUG_001807
INF_0000101,EV_0000312,SUPPORTING_GRAPH_EDGE,E_SE_00003305,DRUG_000395,DRUG_001807
INF_0000101,EV_0000313,SUPPORTING_GRAPH_EDGE,E_SE_00003306,DRUG_000395,DRUG_001807
INF_0000101,EV_0000314,SUPPORTING_GRAPH_EDGE,E_SE_00003307,DRUG_000395,DRUG_001807
INF_0000101,EV_0000315,SUPPORTING_GRAPH_EDGE,E_SE_00003308,DRUG_000395,DRUG_001807
INF_0000102,EV_0000316,SUPPORTING_GRAPH_EDGE,E_SE_00003470,DRUG_000037,DRUG_000775
INF_0000102,EV_0000317,SUPPORTING_GRAPH_EDGE,E_SE_00003471,DRUG_000037,DRUG_000775
INF_0000102,EV_0000318,SUPPORTING_GRAPH_EDGE,E_SE_00003472,DRUG_000037,DRUG_000775
INF_0000102,EV_0000319,SUPPORTING_GRAPH_EDGE,E_SE_00003473,DRUG_000037,DRUG_000775
INF_0000102,EV_0000320,SUPPORTING_GRAPH_EDGE,E_SE_00003474,DRUG_000037,DRUG_000775
INF_0000103,EV_0000321,SUPPORTING_GRAPH_EDGE,E_DDI_090456,DRUG_000297,DRUG_001144
INF_0000103,EV_0000322,SUPPORTING_GRAPH_EDGE,E_SE_00003550,DRUG_000297,DRUG_001144
INF_0000103,EV_0000323,SUPPORTING_GRAPH_EDGE,E_SE_00003551,DRUG_000297,DRUG_001144
INF_0000103,EV_0000324,SUPPORTING_GRAPH_EDGE,E_SE_00003552,DRUG_000297,DRUG_001144
INF_0000103,EV_0000325,SUPPORTING_GRAPH_EDGE,E_SE_00003553,DRUG_000297,DRUG_001144
INF_0000103,EV_0000326,SUPPORTING_GRAPH_EDGE,E_SE_00003554,DRUG_000297,DRUG_001144
INF_0000104,EV_0000327,SUPPORTING_GRAPH_EDGE,E_DDI_019982,DRUG_000341,DRUG_000993
INF_0000104,EV_0000328,SUPPORTING_GRAPH_EDGE,E_SE_00003565,DRUG_000341,DRUG_000993
INF_0000104,EV_0000329,SUPPORTING_GRAPH_EDGE,E_SE_00003566,DRUG_000341,DRUG_000993
INF_0000104,EV_0000330,SUPPORTING_GRAPH_EDGE,E_SE_00003567,DRUG_000341,DRUG_000993
INF_0000104,EV_0000331,SUPPORTING_GRAPH_EDGE,E_SE_00003568,DRUG_000341,DRUG_000993
INF_0000104,EV_0000332,SUPPORTING_GRAPH_EDGE,E_SE_00003569,DRUG_000341,DRUG_000993
